Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Secteur_Activite,Pays,Place_Boursiere,Capitalisation_Boursiere
"Volvo, AB ser. B",VOLV-B,VOLV-B.ST,Industrials,Sweden,STO,475700920320.0
ASSA ABLOY AB ser. B,ASSA-B,ASSA-B.ST,Industrials,Sweden,STO,288913883136.0
Skandinaviska Enskilda Banken s,SEB-A,SEB-A.ST,Financial Services,Sweden,STO,262350241792.0
Hexagon AB ser. B,HEXA-B,HEXA-B.ST,Technology,Sweden,STO,241594187776.0
"Ericsson, Telefonab. L M ser. B",ERIC-B,ERIC-B.ST,Technology,Sweden,STO,230012272640.0
Sandvik AB,SAND,SAND.ST,Industrials,Sweden,STO,220772646912.0
Swedbank AB ser A,SWED-A,SWED-A.ST,Financial Services,Sweden,STO,221580820480.0
"Hennes & Mauritz AB, H & M ser.",HM-B,HM-B.ST,Consumer Cyclical,Sweden,STO,197191827456.0
Svenska Handelsbanken ser. A,SHB-A,SHB-A.ST,Financial Services,Sweden,STO,202492510208.0
SAAB AB ser. B,SAAB-B,SAAB-B.ST,Industrials,Sweden,STO,198506840064.0
Essity AB ser. B,ESSITY-B,ESSITY-B.ST,Consumer Defensive,Sweden,STO,188665315328.0
Alfa Laval AB,ALFA,ALFA.ST,Industrials,Sweden,STO,157394534400.0
Evolution AB,EVO,EVO.ST,Consumer Cyclical,Sweden,STO,148398522368.0
Telia Company AB,TELIA,TELIA.ST,Communication Services,Sweden,STO,132787355648.0
Tele2 AB ser. B,TEL2-B,TEL2-B.ST,Communication Services,Sweden,STO,86954385408.0
Svenska Cellulosa AB SCA ser. B,SCA-B,SCA-B.ST,Basic Materials,Sweden,STO,85544542208.0
Boliden AB,BOL,BOL.ST,Basic Materials,Sweden,STO,78492680192.0
"SKF, AB ser. B",SKF-B,SKF-B.ST,Industrials,Sweden,STO,75390312448.0
NIBE Industrier AB ser. B,NIBE-B,NIBE-B.ST,Industrials,Sweden,STO,64514240512.0
Getinge AB ser. B,GETI-B,GETI-B.ST,Healthcare,Sweden,STO,49503244288.0
"Electrolux, AB ser. B",ELUX-B,ELUX-B.ST,Consumer Cyclical,Sweden,STO,18718052352.0
Kinnevik AB ser. B,KINV-B,KINV-B.ST,Financial Services,Sweden,STO,18062129152.0
Sinch AB,SINCH,SINCH.ST,Communication Services,Sweden,STO,14395457536.0
Samhällsbyggnadsbo. i Norden A,SBB-B,SBB-B.ST,Real Estate,Sweden,STO,5657808896.0
ARGENX SE,ARGX,ARGX.BR,Healthcare,Netherlands,BRU,31355789312.0
KBC,KBC,KBC.BR,Financial Services,Belgium,BRU,31404351488.0
UCB,UCB,UCB.BR,Healthcare,Belgium,BRU,29229187072.0
AGEAS,AGS,AGS.BR,Financial Services,Belgium,BRU,9425318912.0
GBL,GBLB,GBLB.BR,Financial Services,Belgium,BRU,8116553216.0
D'IETEREN GROUP,DIE,DIE.BR,Consumer Cyclical,Belgium,BRU,8092746752.0
ELIA GROUP,ELI,ELI.BR,Utilities,Belgium,BRU,7391252992.0
SOFINA,SOF,SOF.BR,Financial Services,Belgium,BRU,7570901504.0
LOTUS BAKERIES,LOTB,LOTB.BR,Consumer Defensive,Belgium,BRU,6356586496.0
ACKERMANS V.HAAREN,ACKB,ACKB.BR,Industrials,Belgium,BRU,6257507840.0
SYENSQO,SYENS,SYENS.BR,Basic Materials,Belgium,BRU,5939856384.0
WAREHOUSES DE PAUW,WDP,WDP.BR,Real Estate,Belgium,BRU,4609839104.0
AZELIS GROUP NV,AZE,AZE.BR,Basic Materials,Belgium,BRU,3774653952.0
SOLVAY,SOLB,SOLB.BR,Basic Materials,Belgium,BRU,3268200704.0
AEDIFICA,AED,AED.BR,Real Estate,Belgium,BRU,2909339392.0
COFINIMMO,COFB,COFB.BR,Real Estate,Belgium,BRU,2316759808.0
UMICORE,UMI,UMI.BR,Industrials,Belgium,BRU,1929658368.0
MELEXIS,MELE,MELE.BR,Technology,Belgium,BRU,1894946176.0
MONTEA NV,MONT,MONT.BR,Real Estate,Belgium,BRU,1455037696.0
THALES,HO,HO.PA,Industrials,France,PAR,49640353792.0
CREDIT AGRICOLE,ACA,ACA.PA,Financial Services,France,PAR,48049967104.0
DASSAULT SYSTEMES,DSY,DSY.PA,Technology,France,PAR,42081169408.0
ENGIE,ENGI,ENGI.PA,Utilities,France,PAR,43524530176.0
ORANGE,ORA,ORA.PA,Communication Services,France,PAR,32336381952.0
SOCIETE GENERALE,GLE,GLE.PA,Financial Services,France,PAR,29753262080.0
LEGRAND,LR,LR.PA,Industrials,France,PAR,24030154752.0
VEOLIA ENVIRON.,VIE,VIE.PA,Industrials,France,PAR,21876994048.0
MICHELIN,ML,ML.PA,Non disponible,Non disponible,PAR,20935413760.0
CAPGEMINI,CAP,CAP.PA,Technology,France,PAR,21370157056.0
PUBLICIS GROUPE SA,PUB,PUB.PA,Communication Services,France,PAR,20210739200.0
STMICROELECTRONICS,STMPA,STMPA.PA,Technology,Netherlands,PAR,16175730688.0
BOUYGUES,EN,EN.PA,Industrials,France,PAR,13548880896.0
RENAULT,RNO,RNO.PA,Consumer Cyclical,France,PAR,12660784128.0
BUREAU VERITAS,BVI,BVI.PA,Industrials,France,PAR,11284118528.0
UNIBAIL-RODAMCO-WESTFIELD,URW,URW.PA,Real Estate,France,PAR,10252189696.0
EUROFINS SCIENT.,ERF,ERF.PA,Healthcare,Luxembourg,PAR,8681902080.0
ACCOR,AC,AC.PA,Consumer Cyclical,France,PAR,9390188544.0
CARREFOUR,CA,CA.PA,Consumer Defensive,France,PAR,8571363328.0
EDENRED,EDEN,EDEN.PA,Financial Services,France,PAR,6926993920.0
TELEPERFORMANCE,TEP,TEP.PA,Industrials,France,PAR,5082941952.0
Nordea Bank Abp,NDA-FI,NDA-FI.HE,Financial Services,Finland,HEL,36051611648.0
KONE Corporation,KNEBV,KNEBV.HE,Industrials,Finland,HEL,24389885952.0
Sampo Plc A,SAMPO,SAMPO.HE,Financial Services,Finland,HEL,21621422080.0
UPM-Kymmene Corporation,UPM,UPM.HE,Basic Materials,Finland,HEL,12072914944.0
Fortum Corporation,FORTUM,FORTUM.HE,Utilities,Finland,HEL,11314498560.0
Wärtsilä Corporation,WRT1V,WRT1V.HE,Industrials,Finland,HEL,8570414080.0
Kesko Corporation B,KESKOB,KESKOB.HE,Consumer Defensive,Finland,HEL,7156765696.0
Orion Corporation B,ORNBV,ORNBV.HE,Healthcare,Finland,HEL,7014109696.0
Elisa Corporation,ELISA,ELISA.HE,Communication Services,Finland,HEL,6990624256.0
Metso Oyj,METSO,METSO.HE,Industrials,Finland,HEL,6610499584.0
Stora Enso Oyj R,STERV,STERV.HE,Basic Materials,Finland,HEL,6077514240.0
Neste Corporation,NESTE,NESTE.HE,Energy,Finland,HEL,5700162560.0
Valmet Corporation,VALMT,VALMT.HE,Industrials,Finland,HEL,4041611264.0
Konecranes Plc,KCR,KCR.HE,Industrials,Finland,HEL,4008243712.0
Huhtamäki Oyj,HUH1V,HUH1V.HE,Consumer Cyclical,Finland,HEL,3117549568.0
Kemira Oyj,KEMIRA,KEMIRA.HE,Basic Materials,Finland,HEL,2824598016.0
Mandatum Oyj,MANTA,MANTA.HE,Financial Services,Finland,HEL,2604975872.0
Hiab Oyj,HIAB,HIAB.HE,,Finland,HEL,
Kojamo Plc,KOJAMO,KOJAMO.HE,Real Estate,Finland,HEL,2160038400.0
TietoEVRY Corporation,TIETO,TIETO.HE,Technology,Finland,HEL,1797047552.0
Qt Group Oyj,QTCOM,QTCOM.HE,Technology,Finland,HEL,1692323456.0
Kalmar Oyj B,KALMAR,KALMAR.HE,Industrials,Finland,HEL,1447339904.0
Outokumpu Oyj,OUT1V,OUT1V.HE,Basic Materials,Finland,HEL,1230267136.0
Nokian Tyres Plc,TYRES,TYRES.HE,Consumer Cyclical,Finland,HEL,832045440.0
Novo Nordisk B A/S,NOVO-B,NOVO-B.CO,Healthcare,Denmark,CPH,1926769672192.0
DSV A/S,DSV,DSV.CO,Industrials,Denmark,CPH,264548057088.0
Nordea Bank Abp,NDA-DK,NDA-DK.CO,Financial Services,Finland,CPH,274910445568.0
Novonesis (Novozymes A/S) B,NSIS-B,NSIS-B.CO,Basic Materials,Denmark,CPH,177259888640.0
Danske Bank A/S,DANSKE,DANSKE.CO,Financial Services,Denmark,CPH,161483522048.0
Coloplast B A/S,COLO-B,COLO-B.CO,Healthcare,Denmark,CPH,153339723776.0
A.P. Møller - Mærsk B A/S,MAERSK-B,MAERSK-B.CO,Industrials,Denmark,CPH,152959205376.0
A.P. Møller - Mærsk A A/S,MAERSK-A,MAERSK-A.CO,Industrials,Denmark,CPH,152925945856.0
ORSTED A/S,ORSTED,ORSTED.CO,Utilities,Denmark,CPH,113127268352.0
Carlsberg B A/S,CARL-B,CARL-B.CO,Consumer Defensive,Denmark,CPH,110619205632.0
Tryg A/S,TRYG,TRYG.CO,Financial Services,Denmark,CPH,87912423424.0
Vestas Wind Systems A/S,VWS,VWS.CO,Industrials,Denmark,CPH,86202220544.0
Genmab A/S,GMAB,GMAB.CO,Healthcare,Denmark,CPH,78267310080.0
Pandora A/S,PNDORA,PNDORA.CO,Consumer Cyclical,Denmark,CPH,70729596928.0
Rockwool A/S ser. B,ROCK-B,ROCK-B.CO,Industrials,Denmark,CPH,52339748864.0
Demant A/S,DEMANT,DEMANT.CO,Healthcare,Denmark,CPH,46607462400.0
Jyske Bank A/S,JYSK,JYSK.CO,Financial Services,Denmark,CPH,29673201664.0
Zealand Pharma A/S,ZEAL,ZEAL.CO,Healthcare,Denmark,CPH,29006168064.0
Ambu A/S,AMBU-B,AMBU-B.CO,Healthcare,Denmark,CPH,30501654528.0
ISS A/S,ISS,ISS.CO,Industrials,Denmark,CPH,25366757376.0
Royal UNIBREW A/S,RBREW,RBREW.CO,Consumer Defensive,Denmark,CPH,26540814336.0
NKT A/S,NKT,NKT.CO,Industrials,Denmark,CPH,23560865792.0
Sydbank A/S,SYDB,SYDB.CO,Financial Services,Denmark,CPH,18623627264.0
GN Store Nord A/S,GN,GN.CO,Healthcare,Denmark,CPH,13311939584.0
Bavarian Nordic A/S,BAVA,BAVA.CO,Healthcare,Denmark,CPH,10905113600.0
"CAIXABANK, S.A.",CABK,CABK.MC,Financial Services,Spain,MCE,42255302656.0
"AENA, S.M.E., S.A.",AENA,AENA.MC,Industrials,Spain,MCE,30929999872.0
"AMADEUS IT GROUP, S.A.",AMS,AMS.MC,Technology,Spain,MCE,27525091328.0
FERROVIAL SE,FER,FER.MC,Industrials,Netherlands,MCE,28993681408.0
"ENDESA,S.A.",ELE,ELE.MC,Utilities,Spain,MCE,24346650624.0
"TELEFONICA,S.A.",TEF,TEF.MC,Communication Services,Spain,MCE,23137488896.0
"NATURGY ENERGY GROUP, S.A.",NTGY,NTGY.MC,Utilities,Spain,MCE,22846255104.0
"CELLNEX TELECOM, S.A.",CLNX,CLNX.MC,Real Estate,Spain,MCE,21799913472.0
ARCELORMITTAL SA,MTS,MTS.MC,Basic Materials,Luxembourg,MCE,18552707072.0
"ACS,ACTIVIDADES DE CONSTRUCCION",ACS,ACS.MC,Industrials,Spain,MCE,11581856768.0
"REPSOL,  S.A.",REP,REP.MC,Energy,Spain,MCE,11552051200.0
BANCO DE SABADELL,SAB,SAB.MC,Financial Services,Spain,MCE,11739776000.0
"REDEIA CORPORACION, S.A.",RED,RED.MC,Utilities,Spain,MCE,9673303040.0
Non disponible,PUIG.MC,PUIG.MC,Non disponible,Non disponible,Non disponible,
"MAPFRE, S.A.",MAP,MAP.MC,Financial Services,Spain,MCE,7938301952.0
"BANKINTER, S.A.",BKT,BKT.MC,Financial Services,Spain,MCE,7624375808.0
"ACCIONA, S.A.",ANA,ANA.MC,Industrials,Spain,MCE,5803399680.0
CORPORACI...N ACCIONA ENERG...A,ANE,ANE.MC,Utilities,Spain,MCE,4855602176.0
"MERLIN PROPERTIES SOCIMI, S.A.",MRL,MRL.MC,Real Estate,Spain,MCE,4898591232.0
GRIFOLS S.A.,GRF,GRF.MC,Healthcare,Spain,MCE,4846584320.0
"INDRA SISTEMAS S.A., SERIE A",IDR,IDR.MC,Technology,Spain,MCE,4328558080.0
"UNICAJA BANCO, S.A.",UNI,UNI.MC,Financial Services,Spain,MCE,3715034112.0
COMPA...IA DE DISTRIBUCION INTE,LOG,LOG.MC,Industrials,Spain,MCE,3576992512.0
"FLUIDRA, S.A.",FDR,FDR.MC,Industrials,Spain,MCE,3538412288.0
"ENAGAS,S.A.",ENG,ENG.MC,Utilities,Spain,MCE,3258281216.0
"INMOBILIARIA COLONIAL, SOCIMI S",COL,COL.MC,Real Estate,Spain,MCE,3204169472.0
LABORATORIOS FARMACEUTICOS ROVI,ROVI,ROVI.MC,Healthcare,Spain,MCE,2403838464.0
"SACYR, S.A.",SCYR,SCYR.MC,Industrials,Spain,MCE,2213769216.0
"ACERINOX, S.A.",ACX,ACX.MC,Basic Materials,Spain,MCE,2236830208.0
SOLARIA ENERGIA Y MEDIO AMBIENT,SLR,SLR.MC,Utilities,Spain,MCE,785441984.0
GENERALI,G,G.MI,Financial Services,Italy,MIL,47293739008.0
STELLANTIS,STLAM,STLAM.MI,Consumer Cyclical,Netherlands,MIL,25495222272.0
LEONARDO,LDO,LDO.MI,Industrials,Italy,MIL,25691914240.0
POSTE ITALIANE,PST,PST.MI,Industrials,Italy,MIL,20624285696.0
TENARIS,TEN,TEN.MI,Energy,Luxembourg,MIL,16479766528.0
TERNA,TRN,TRN.MI,Utilities,Italy,MIL,16353973248.0
SNAM,SRG,SRG.MI,Utilities,Italy,MIL,15891261440.0
STMICROELECTRONICS,STMMI,STMMI.MI,Technology,Netherlands,MIL,16179506176.0
MONCLER,MONC,MONC.MI,Consumer Cyclical,Italy,MIL,13857073152.0
PRYSMIAN,PRY,PRY.MI,Industrials,Italy,MIL,12924756992.0
BANCO BPM,BAMI,BAMI.MI,Financial Services,Italy,MIL,13110087680.0
MEDIOBANCA,MB,MB.MI,Financial Services,Italy,MIL,12935243776.0
RECORDATI ORD,REC,REC.MI,Healthcare,Italy,MIL,9681868800.0
FINECOBANK,FBK,FBK.MI,Financial Services,Italy,MIL,10125673472.0
BANCA MEDIOLANUM,BMED,BMED.MI,Financial Services,Italy,MIL,9884121088.0
INWIT,INW,INW.MI,Real Estate,Italy,MIL,8710668288.0
BPER BANCA,BPE,BPE.MI,Financial Services,Italy,MIL,9263841280.0
BANCA MONTE PASCHI SIENA,BMPS,BMPS.MI,Financial Services,Italy,MIL,8522058752.0
BUZZI,BZU,BZU.MI,Basic Materials,Italy,MIL,7748402688.0
A2A,A2A,A2A.MI,Utilities,Italy,MIL,6610447872.0
TELECOM ITALIA,TIT,TIT.MI,Communication Services,Italy,MIL,6655341568.0
CAMPARI,CPR,CPR.MI,Consumer Defensive,Italy,MIL,6436295680.0
BRUNELLO CUCINELLI,BC,BC.MI,Consumer Cyclical,Italy,MIL,6225526784.0
HERA,HER,HER.MI,Utilities,Italy,MIL,5519586304.0
ITALGAS,IG,IG.MI,Utilities,Italy,MIL,5318493184.0
NEXI,NEXI,NEXI.MI,Technology,Italy,MIL,5694202880.0
PIRELLI & C,PIRC,PIRC.MI,Consumer Cyclical,Italy,MIL,4981099008.0
DIASORIN,DIA,DIA.MI,Healthcare,Italy,MIL,4805587968.0
IVECO GROUP,IVG,IVG.MI,Industrials,Italy,MIL,3667847168.0
BCA POP SONDRIO,BPSO,BPSO.MI,Financial Services,Italy,MIL,4500663296.0
AMPLIFON,AMP,AMP.MI,Healthcare,Italy,MIL,3916995840.0
SAIPEM,SPM,SPM.MI,Energy,Italy,MIL,3580569344.0
INTERPUMP GROUP,IP,IP.MI,Industrials,Italy,MIL,3141828352.0
AZIMUT,AZM,AZM.MI,Financial Services,Italy,MIL,3314581504.0
RHEINMETALL AG                I,RHM,RHM.DE,Industrials,Germany,GER,54036000768.0
Siemens Healthineers AG       N,SHL,SHL.DE,Healthcare,Germany,GER,48397238272.0
Dr. Ing. h.c. F. Porsche AG   I,P911,P911.DE,Consumer Cyclical,Germany,GER,39009017856.0
Siemens Energy AG             N,ENR,ENR.DE,Industrials,Germany,GER,38371868672.0
E.ON SE                       N,EOAN,EOAN.DE,Utilities,Germany,GER,35524825088.0
DEUTSCHE BANK AG              N,DBK,DBK.DE,Financial Services,Germany,GER,35073597440.0
HANNOVER RUECK SE NA O.N.,HNR1,HNR1.DE,Financial Services,Germany,GER,29618624512.0
Henkel AG & Co. KGaA          I,HEN3,HEN3.DE,Consumer Defensive,Germany,GER,27098013696.0
Heidelberg Materials AG       I,HEI,HEI.DE,Basic Materials,Germany,GER,25622693888.0
BEIERSDORF AG                 I,BEI,BEI.DE,Consumer Defensive,Germany,GER,25178540032.0
Daimler Truck Holding AG      N,DTG,DTG.DE,Industrials,Germany,GER,25681274880.0
Commerzbank AG                I,CBK,CBK.DE,Financial Services,Germany,GER,23740882944.0
RWE AG                        I,RWE,RWE.DE,Utilities,Germany,GER,23150395392.0
Vonovia SE                    N,VNA,VNA.DE,Real Estate,Germany,GER,21328349184.0
Fresenius SE & Co. KGaA       I,FRE,FRE.DE,Healthcare,Germany,GER,20344119296.0
MTU Aero Engines AG           N,MTX,MTX.DE,Industrials,Germany,GER,14425191424.0
Symrise AG                    I,SY1,SY1.DE,Basic Materials,Germany,GER,12688501760.0
Fresenius Medical Care AG     I,FME,FME.DE,Healthcare,Germany,GER,12376160256.0
CONTINENTAL AG                I,CON,CON.DE,Consumer Cyclical,Germany,GER,11756352512.0
SARTORIUS AG                  V,SRT3,SRT3.DE,Healthcare,Germany,GER,10976171008.0
Porsche Automobil Holding SE  I,PAH3,PAH3.DE,Consumer Cyclical,Germany,GER,9861250048.0
Brenntag SE                   N,BNR,BNR.DE,Basic Materials,Germany,GER,7883420160.0
Zalando SE                    I,ZAL,ZAL.DE,Consumer Cyclical,Germany,GER,7623042560.0
Qiagen N.V.                   A,QIA,QIA.DE,Healthcare,Netherlands,GER,7811512832.0
TOYOTA MOTOR CORP,7203,7203.T,Consumer Cyclical,Japan,JPX,29579865489408.0
SONY GROUP CORPORATION,6758,6758.T,Technology,Japan,JPX,18123539349504.0
MITSUBISHI UFJ FINANCIAL GROUP ,8306,8306.T,Financial Services,Japan,JPX,19198631739392.0
FAST RETAILING CO LTD,9983,9983.T,Consumer Cyclical,Japan,JPX,12777387196416.0
HITACHI,6501,6501.T,Industrials,Japan,JPX,12330519756800.0
KEYENCE CORP,6861,6861.T,Technology,Japan,JPX,12269339541504.0
NIPPON TEL & TEL CORP,9432,9432.T,Communication Services,Japan,JPX,11922592235520.0
SUMITOMO MITSUI FINANCIAL GROUP,8316,8316.T,Financial Services,Japan,JPX,11118911160320.0
NINTENDO CO LTD,7974,7974.T,Communication Services,Japan,JPX,11615699206144.0
CHUGAI PHARMACEUTICAL CO,4519,4519.T,Healthcare,Japan,JPX,10518228107264.0
RECRUIT HOLDINGS CO LTD,6098,6098.T,Communication Services,Japan,JPX,9833001517056.0
MITSUBISHI CORP,8058,8058.T,Industrials,Japan,JPX,9280800423936.0
SOFTBANK CORP.,9434,9434.T,Communication Services,Japan,JPX,9389705527296.0
TOKIO MARINE HOLDINGS INC,8766,8766.T,Financial Services,Japan,JPX,9942576660480.0
SOFTBANK GROUP CORP,9984,9984.T,Communication Services,Japan,JPX,8403800293376.0
KDDI CORPORATION,9433,9433.T,Communication Services,Japan,JPX,9481591193600.0
ITOCHU CORP,8001,8001.T,Industrials,Japan,JPX,9226988552192.0
TOKYO ELECTRON,8035,8035.T,Technology,Japan,JPX,8685126418432.0
MIZUHO FINANCIAL GROUP,8411,8411.T,Financial Services,Japan,JPX,8223491358720.0
MITSUBISHI HEAVY INDUSTRIES,7011,7011.T,Industrials,Japan,JPX,7954116378624.0
SHIN-ETSU CHEMICAL CO,4063,4063.T,Basic Materials,Japan,JPX,6955720507392.0
MITSUI & CO,8031,8031.T,Industrials,Japan,JPX,7622420332544.0
JAPAN TOBACCO INC,2914,2914.T,Consumer Defensive,Japan,JPX,6834246123520.0
TAKEDA PHARMACEUTICAL CO LTD,4502,4502.T,Healthcare,Japan,JPX,6611410616320.0
DAIICHI SANKYO COMPANY LIMITED,4568,4568.T,Healthcare,Japan,JPX,6308549885952.0
HONDA MOTOR CO,7267,7267.T,Consumer Cyclical,Japan,JPX,5689817169920.0
HOYA CORP,7741,7741.T,Healthcare,Japan,JPX,5379883794432.0
MITSUBISHI ELECTRIC CORP,6503,6503.T,Industrials,Japan,JPX,4732790243328.0
SEVEN & I HOLDINGS CO LTD,3382,3382.T,Consumer Defensive,Japan,JPX,4800398753792.0
FUJITSU,6702,6702.T,Technology,Japan,JPX,4682474323968.0
ORIENTAL LAND CO,4661,4661.T,Consumer Cyclical,Japan,JPX,4738031026176.0
DAIKIN INDUSTRIES,6367,6367.T,Industrials,Japan,JPX,4438802563072.0
DENSO CORP,6902,6902.T,Consumer Cyclical,Japan,JPX,4854539878400.0
MS&AD INS GP HLDGS,8725,8725.T,Financial Services,Japan,JPX,3893787099136.0
JAPAN POST HLDGS CO LTD,6178,6178.T,Financial Services,Japan,JPX,3642541998080.0
SOMPO HOLDINGS INC,8630,8630.T,Financial Services,Japan,JPX,4074764238848.0
ADVANTEST CORP,6857,6857.T,Technology,Japan,JPX,3693541326848.0
CANON INC,7751,7751.T,Technology,Japan,JPX,3973961482240.0
TERUMO CORP,4543,4543.T,Healthcare,Japan,JPX,3943198359552.0
OTSUKA HLDGS CO LTD,4578,4578.T,Healthcare,Japan,JPX,3848808431616.0
NEC CORP,6701,6701.T,Technology,Japan,JPX,3558335840256.0
BRIDGESTONE CORP,5108,5108.T,Consumer Cyclical,Japan,JPX,3602190958592.0
SUMITOMO CORP,8053,8053.T,Industrials,Japan,JPX,3838050566144.0
MURATA MANUFACTURING CO,6981,6981.T,Technology,Japan,JPX,3914691772416.0
MITSUI FUDOSAN,8801,8801.T,Real Estate,Japan,JPX,3803959525376.0
KOMATSU,6301,6301.T,Industrials,Japan,JPX,3349913010176.0
LY CORPORATION,4689,4689.T,Consumer Cyclical,Japan,JPX,3372537085952.0
MARUBENI CORP,8002,8002.T,Industrials,Japan,JPX,3619382362112.0
PANASONIC HOLDINGS CORP,6752,6752.T,Technology,Japan,JPX,3289437175808.0
DAI-ICHI LIFE HOLDINGS INC,8750,8750.T,Financial Services,Japan,JPX,3553664958464.0
NTT DATA GROUP CORPORATION,9613,9613.T,Technology,Japan,JPX,3517841145856.0
EAST JAPAN RAILWAY CO,9020,9020.T,Industrials,Japan,JPX,3492884250624.0
FANUC CORPORATION,6954,6954.T,Industrials,Japan,JPX,2941651255296.0
FUJIFILM HOLDINGS CORPORATION,4901,4901.T,Industrials,Japan,JPX,3124674691072.0
SUZUKI MOTOR CORP,7269,7269.T,Consumer Cyclical,Japan,JPX,3286522396672.0
SMC CORP,6273,6273.T,Industrials,Japan,JPX,2904349212672.0
AEON CO LTD,8267,8267.T,Consumer Cyclical,Japan,JPX,3250494373888.0
DAIWA HOUSE INDUSTRY CO,1925,1925.T,Real Estate,Japan,JPX,2949010161664.0
ORIX CORPORATION,8591,8591.T,Financial Services,Japan,JPX,3284653309952.0
BANDAI NAMCO HOLDINGS INC,7832,7832.T,Consumer Cyclical,Japan,JPX,3093690318848.0
NIPPON STEEL CORPORATION,5401,5401.T,Basic Materials,Japan,JPX,2866461016064.0
KAO CORP,4452,4452.T,Consumer Defensive,Japan,JPX,2833358520320.0
DISCO CORPORATION,6146,6146.T,Technology,Japan,JPX,2557531914240.0
MITSUBISHI ESTATE CO,8802,8802.T,Real Estate,Japan,JPX,2999705665536.0
RENESAS ELECTRONICS CORP,6723,6723.T,Technology,Japan,JPX,2476782649344.0
CENTRAL JAPAN RAILWAY CO,9022,9022.T,Industrials,Japan,JPX,2916059447296.0
ASAHI GROUP HLDGS,2502,2502.T,Consumer Defensive,Japan,JPX,2780272525312.0
AJINOMOTO CO INC,2802,2802.T,Consumer Defensive,Japan,JPX,2651369766912.0
NOMURA RESEARCH INSTITUTE,4307,4307.T,Technology,Japan,JPX,2701504544768.0
NIDEC CORPORATION,6594,6594.T,Industrials,Japan,JPX,2190055964672.0
TDK CORP,6762,6762.T,Technology,Japan,JPX,2242916122624.0
SUMITOMO REALTY & DEVELOPMENT C,8830,8830.T,Real Estate,Japan,JPX,2517614723072.0
ASTELLAS PHARMA,4503,4503.T,Healthcare,Japan,JPX,2329840975872.0
TOYOTA TSUSHO CORP,8015,8015.T,Industrials,Japan,JPX,2429605380096.0
NOMURA HOLDINGS INC.,8604,8604.T,Financial Services,Japan,JPX,2401516650496.0
KONAMI GROUP CORPORATION,9766,9766.T,Communication Services,Japan,JPX,2391223304192.0
RESONA HOLDINGS,8308,8308.T,Financial Services,Japan,JPX,2379242274816.0
SUMITOMO MITSUI TRUST GP INC,8309,8309.T,Financial Services,Japan,JPX,2339023618048.0
KYOCERA CORP,6971,6971.T,Industrials,Japan,JPX,2342044565504.0
SECOM CO,9735,9735.T,Industrials,Japan,JPX,2147578544128.0
INPEX CORPORATION,1605,1605.T,Energy,Japan,JPX,2034722406400.0
OLYMPUS CORPORATION,7733,7733.T,Healthcare,Japan,JPX,2078459822080.0
NIPPON YUSEN KABUSHIKI KAISHA,9101,9101.T,Industrials,Japan,JPX,1969744642048.0
SHIONOGI & CO,4507,4507.T,Healthcare,Japan,JPX,1917020930048.0
SEKISUI HOUSE,1928,1928.T,Consumer Cyclical,Japan,JPX,1946229276672.0
ENEOS HOLDINGS INC,5020,5020.T,Energy,Japan,JPX,1656240209920.0
KUBOTA CORP,6326,6326.T,Industrials,Japan,JPX,1716069203968.0
TOKYO GAS CO,9531,9531.T,Utilities,Japan,JPX,1762866888704.0
KANSAI ELECTRIC POWER CO INC,9503,9503.T,Utilities,Japan,JPX,1873266737152.0
NITTO DENKO CORP,6988,6988.T,Basic Materials,Japan,JPX,1762101166080.0
SUBARU CORPORATION,7270,7270.T,Consumer Cyclical,Japan,JPX,1767275364352.0
NITORI HOLDINGS CO LTD,9843,9843.T,Consumer Cyclical,Japan,JPX,1752804491264.0
MITSUI O.S.K. LINES LTD,9104,9104.T,Industrials,Japan,JPX,1686140092416.0
RAKUTEN GROUP INC,4755,4755.T,Consumer Cyclical,Japan,JPX,1532555952128.0
KIRIN HOLDINGS COMPANY LIMITED,2503,2503.T,Consumer Defensive,Japan,JPX,1630112841728.0
SUMITOMO ELECTRIC INDUSTRIES,5802,5802.T,Consumer Cyclical,Japan,JPX,1364758495232.0
NEXON CO LTD,3659,3659.T,Communication Services,Japan,JPX,1548480282624.0
JAPAN EXCHANGE GROUP,8697,8697.T,Financial Services,Japan,JPX,1565318447104.0
TORAY INDUSTRIES INC,3402,3402.T,Consumer Cyclical,Japan,JPX,1366813966336.0
IHI CORPORATION,7013,7013.T,Industrials,Japan,JPX,1475019276288.0
KAJIMA CORP,1812,1812.T,Industrials,Japan,JPX,1295016787968.0
T&D HOLDINGS INC,8795,8795.T,Financial Services,Japan,JPX,1447220084736.0
WEST JAPAN RAILWAY CO,9021,9021.T,Industrials,Japan,JPX,1394270142464.0
OBAYASHI CORP,1802,1802.T,Industrials,Japan,JPX,1290304225280.0
KIKKOMAN CORP,2801,2801.T,Consumer Defensive,Japan,JPX,1275248508928.0
OSAKA GAS CO,9532,9532.T,Utilities,Japan,JPX,1263782854656.0
TOHO CO LTD,9602,9602.T,Communication Services,Japan,JPX,1291668684800.0
ASAHI KASEI CORP,3407,3407.T,Basic Materials,Japan,JPX,1227831115776.0
ZOZO INC,3092,3092.T,Consumer Cyclical,Japan,JPX,1221371887616.0
ANA HOLDINGS INC,9202,9202.T,Industrials,Japan,JPX,1274381205504.0
