Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Secteur_Activite,Pays,Place_Boursiere,Capitalisation_Boursiere
Kellanova,K,K,Consumer Defensive,United States,NYQ,28411277312.0
"Delta Air Lines, Inc.",DAL,DAL,Industrials,United States,NYQ,28370649088.0
"Martin Marietta Materials, Inc.",MLM,MLM,Basic Materials,United States,NYQ,28356614144.0
M&T Bank Corporation,MTB,MTB,Financial Services,United States,NYQ,28006516736.0
"American Water Works Company, I",AWK,AWK,Utilities,United States,NYQ,27787745280.0
DTE Energy Company,DTE,DTE,Utilities,United States,NYQ,27503087616.0
Tractor Supply Company,TSCO,TSCO,Consumer Cyclical,United States,NMS,27459770368.0
"Monolithic Power Systems, Inc.",MPWR,MPWR,Technology,United States,NMS,27341539328.0
"Church & Dwight Company, Inc.",CHD,CHD,Consumer Defensive,United States,NYQ,26997667840.0
"Live Nation Entertainment, Inc.",LYV,LYV,Communication Services,United States,NYQ,26760572928.0
International Paper Company,IP,IP,Consumer Cyclical,United States,NYQ,26506229760.0
Ameren Corporation,AEE,AEE,Utilities,United States,NYQ,26439989248.0
"Broadridge Financial Solutions,",BR,BR,Technology,United States,NYQ,26395975680.0
HP Inc.,HPQ,HPQ,Technology,United States,NYQ,26310840320.0
Equity Residential,EQR,EQR,Real Estate,United States,NYQ,26722674688.0
Keysight Technologies Inc.,KEYS,KEYS,Technology,United States,NYQ,25603680256.0
Dow Inc.,DOW,DOW,Basic Materials,United States,NYQ,25569828864.0
"PPG Industries, Inc.",PPG,PPG,Basic Materials,United States,NYQ,25275936768.0
PPL Corporation,PPL,PPL,Utilities,United States,NYQ,25212741632.0
"Mettler-Toledo International, I",MTD,MTD,Healthcare,United States,NYQ,25141424128.0
Fifth Third Bancorp,FITB,FITB,Financial Services,United States,NMS,24909621248.0
Iron Mountain Incorporated (Del,IRM,IRM,Real Estate,United States,NYQ,24997357568.0
Carnival Corporation,CCL,CCL,Consumer Cyclical,United States,NYQ,25848139776.0
"Rollins, Inc.",ROL,ROL,Consumer Cyclical,United States,NYQ,24564733952.0
Fortive Corporation,FTV,FTV,Technology,United States,NYQ,24439625728.0
GoDaddy Inc.,GDDY,GDDY,Technology,United States,NYQ,24374013952.0
State Street Corporation,STT,STT,Financial Services,United States,NYQ,24366977024.0
Dover Corporation,DOV,DOV,Industrials,United States,NYQ,24301172736.0
"Tyler Technologies, Inc.",TYL,TYL,Technology,United States,NYQ,23804266496.0
Veralto Corp,VLTO,VLTO,Industrials,United States,NYQ,23698059264.0
LyondellBasell Industries NV,LYB,LYB,Basic Materials,United States,NYQ,23485415424.0
W.R. Berkley Corporation,WRB,WRB,Financial Services,United States,NYQ,23462711296.0
Atmos Energy Corporation,ATO,ATO,Utilities,United States,NYQ,23337777152.0
"Estee Lauder Companies, Inc. (T",EL,EL,Consumer Defensive,United States,NYQ,23331115008.0
"Super Micro Computer, Inc.",SMCI,SMCI,Technology,United States,NMS,23193239552.0
SBA Communications Corporation,SBAC,SBAC,Real Estate,United States,NMS,23089874944.0
"Corpay, Inc.",CPAY,CPAY,Technology,United States,NYQ,23071473664.0
"United Airlines Holdings, Inc.",UAL,UAL,Industrials,United States,NMS,22881067008.0
Global Payments Inc.,GPN,GPN,Industrials,United States,NYQ,22825242624.0
Archer-Daniels-Midland Company,ADM,ADM,Consumer Defensive,United States,NYQ,22666156032.0
Smurfit WestRock plc,SW,SW,Consumer Cyclical,Ireland,NYQ,22668896256.0
FirstEnergy Corp.,FE,FE,Utilities,United States,NYQ,22571921408.0
"CenterPoint Energy, Inc (Holdin",CNP,CNP,Utilities,United States,NYQ,22590881792.0
Teledyne Technologies Incorpora,TDY,TDY,Technology,United States,NYQ,22527539200.0
"Cboe Global Markets, Inc.",CBOE,CBOE,Financial Services,United States,BTS,22524540928.0
Cincinnati Financial Corporatio,CINF,CINF,Financial Services,United States,NMS,22224842752.0
Fox Corporation,FOXA,FOXA,Communication Services,United States,NMS,22219499520.0
Fox Corporation,FOX,FOX,Communication Services,United States,NMS,22190174208.0
"VeriSign, Inc.",VRSN,VRSN,Technology,United States,NMS,22094776320.0
Eversource Energy (D/B/A),ES,ES,Utilities,United States,NYQ,22047447040.0
Devon Energy Corporation,DVN,DVN,Energy,United States,NYQ,21914640384.0
STERIS plc (Ireland),STE,STE,Healthcare,United States,NYQ,21855889408.0
Waters Corporation,WAT,WAT,Healthcare,United States,NYQ,21651707904.0
"McCormick & Company, Incorporat",MKC,MKC,Consumer Defensive,United States,NYQ,21650092032.0
Edison International,EIX,EIX,Utilities,United States,NYQ,21495889920.0
CMS Energy Corporation,CMS,CMS,Utilities,United States,NYQ,21477384192.0
"Zimmer Biomet Holdings, Inc.",ZBH,ZBH,Healthcare,United States,NYQ,21413208064.0
"NVR, Inc.",NVR,NVR,Consumer Cyclical,United States,NYQ,20563300352.0
"Darden Restaurants, Inc.",DRI,DRI,Consumer Cyclical,United States,NYQ,21218836480.0
Halliburton Company,HAL,HAL,Energy,United States,NYQ,21129359360.0
Weyerhaeuser Company,WY,WY,Real Estate,United States,NYQ,21005484032.0
"Tyson Foods, Inc.",TSN,TSN,Consumer Defensive,United States,NYQ,21371639808.0
Huntington Bancshares Incorpora,HBAN,HBAN,Financial Services,United States,NMS,20859508736.0
"T. Rowe Price Group, Inc.",TROW,TROW,Financial Services,United States,NMS,20491233280.0
"PulteGroup, Inc.",PHM,PHM,Consumer Cyclical,United States,NYQ,20466479104.0
Coterra Energy Inc.,CTRA,CTRA,Energy,United States,NYQ,20418113536.0
International Flavors & Fragran,IFF,IFF,Basic Materials,United States,NYQ,20244877312.0
"Expedia Group, Inc.",EXPE,EXPE,Consumer Cyclical,United States,NMS,20244723712.0
Synchrony Financial,SYF,SYF,Financial Services,United States,NYQ,20176125952.0
Invitation Homes Inc.,INVH,INVH,Real Estate,United States,NYQ,20151373824.0
"Lennox International, Inc.",LII,LII,Industrials,United States,NYQ,19871619072.0
Labcorp Holdings Inc.,LH,LH,Healthcare,United States,NYQ,19723905024.0
Erie Indemnity Company,ERIE,ERIE,Financial Services,United States,NMS,21871296512.0
Hewlett Packard Enterprise Comp,HPE,HPE,Technology,United States,NYQ,19401578496.0
Mid-America Apartment Communiti,MAA,MAA,Real Estate,United States,NYQ,19405080576.0
Regions Financial Corporation,RF,RF,Financial Services,United States,NYQ,18869891072.0
Northern Trust Corporation,NTRS,NTRS,Financial Services,United States,NMS,18734858240.0
Quest Diagnostics Incorporated,DGX,DGX,Healthcare,United States,NYQ,18735306752.0
"NetApp, Inc.",NTAP,NTAP,Technology,United States,NMS,18586310656.0
"Essex Property Trust, Inc.",ESS,ESS,Real Estate,United States,NYQ,19911749632.0
"Steel Dynamics, Inc.",STLD,STLD,Basic Materials,United States,NMS,18507712512.0
PTC Inc.,PTC,PTC,Technology,United States,NMS,18445670400.0
Southwest Airlines Company,LUV,LUV,Industrials,United States,NYQ,18372491264.0
NiSource Inc,NI,NI,Utilities,United States,NYQ,18172579840.0
Principal Financial Group Inc,PFG,PFG,Financial Services,United States,NMS,18167488512.0
Seagate Technology Holdings PLC,STX,STX,Technology,Singapore,NMS,18126354432.0
Clorox Company (The),CLX,CLX,Consumer Defensive,United States,NYQ,18102769664.0
Loews Corporation,L,L,Financial Services,United States,NYQ,17878943744.0
"NRG Energy, Inc.",NRG,NRG,Utilities,United States,NYQ,18008432640.0
Hubbell Inc,HUBB,HUBB,Industrials,United States,NYQ,17806942208.0
Deckers Outdoor Corporation,DECK,DECK,Consumer Cyclical,United States,NYQ,17763629056.0
Baxter International Inc.,BAX,BAX,Healthcare,United States,NYQ,17676642304.0
Dollar General Corporation,DG,DG,Consumer Defensive,United States,NYQ,17583083520.0
"Citizens Financial Group, Inc.",CFG,CFG,Financial Services,United States,NYQ,17367334912.0
Molina Healthcare Inc,MOH,MOH,Healthcare,United States,NYQ,17264386048.0
Packaging Corporation of Americ,PKG,PKG,Consumer Cyclical,United States,NYQ,17244524544.0
Insulet Corporation,PODD,PODD,Healthcare,United States,NMS,17182218240.0
"Leidos Holdings, Inc.",LDOS,LDOS,Technology,United States,NYQ,17426847744.0
Snap-On Incorporated,SNA,SNA,Industrials,United States,NYQ,16988084224.0
KeyCorp,KEY,KEY,Financial Services,United States,NYQ,16742567936.0
Alexandria Real Estate Equities,ARE,ARE,Real Estate,United States,NYQ,16729341952.0
Genuine Parts Company,GPC,GPC,Consumer Cyclical,United States,NYQ,16574734336.0
Non disponible,BF,BF.B,Non disponible,Non disponible,YHD,
Trimble Inc.,TRMB,TRMB,Technology,United States,NMS,16318131200.0
FactSet Research Systems Inc.,FDS,FDS,Financial Services,United States,NYQ,16257824768.0
Gen Digital Inc.,GEN,GEN,Technology,United States,NMS,16227205120.0
Hormel Foods Corporation,HRL,HRL,Consumer Defensive,United States,NYQ,16216935424.0
"West Pharmaceutical Services, I",WST,WST,Healthcare,United States,NYQ,16176528384.0
Expeditors International of Was,EXPD,EXPD,Industrials,United States,NYQ,16079347712.0
Alliant Energy Corporation,LNT,LNT,Utilities,United States,NMS,15973943296.0
News Corporation,NWSA,NWSA,Communication Services,United States,NMS,15623569408.0
News Corporation,NWS,NWS,Communication Services,United States,NMS,15623585792.0
Omnicom Group Inc.,OMC,OMC,Communication Services,United States,NYQ,15617105920.0
"The Cooper Companies, Inc.",COO,COO,Healthcare,United States,NMS,15542658048.0
"Evergy, Inc.",EVRG,EVRG,Utilities,United States,NMS,15320899584.0
"Best Buy Co., Inc.",BBY,BBY,Consumer Cyclical,United States,NYQ,15029859328.0
"Everest Group, Ltd.",EG,EG,Financial Services,Bermuda,NYQ,15009332224.0
"J.B. Hunt Transport Services, I",JBHT,JBHT,Industrials,United States,NMS,14944194560.0
"F5, Inc.",FFIV,FFIV,Technology,United States,NMS,14840855552.0
Domino's Pizza Inc,DPZ,DPZ,Consumer Cyclical,United States,NMS,14701967360.0
Masco Corporation,MAS,MAS,Industrials,United States,NYQ,14671343616.0
Western Digital Corporation,WDC,WDC,Technology,United States,NMS,14619041792.0
Jacobs Solutions Inc.,J,J,Industrials,United States,NYQ,14614597632.0
"Ulta Beauty, Inc.",ULTA,ULTA,Consumer Cyclical,United States,NMS,14582760448.0
"Tapestry, Inc.",TPR,TPR,Consumer Cyclical,United States,NYQ,14431015936.0
Ball Corporation,BALL,BALL,Consumer Cyclical,United States,NYQ,14415489024.0
Jabil Inc.,JBL,JBL,Technology,United States,NYQ,14295412736.0
"Healthpeak Properties, Inc.",DOC,DOC,Real Estate,United States,NYQ,13992878080.0
Aptiv PLC,APTV,APTV,Consumer Cyclical,Switzerland,NYQ,14264656896.0
"First Solar, Inc.",FSLR,FSLR,Technology,United States,NMS,14218903552.0
"Dollar Tree, Inc.",DLTR,DLTR,Consumer Defensive,United States,NMS,14192574464.0
"UDR, Inc.",UDR,UDR,Real Estate,United States,NYQ,16034243584.0
Zebra Technologies Corporation,ZBRA,ZBRA,Technology,United States,NMS,13960756224.0
"Builders FirstSource, Inc.",BLDR,BLDR,Industrials,United States,NYQ,13952659456.0
Amcor plc,AMCR,AMCR,Consumer Cyclical,Switzerland,NYQ,13918624768.0
Avery Dennison Corporation,AVY,AVY,Consumer Cyclical,United States,NYQ,13889330176.0
Pentair plc.,PNR,PNR,Industrials,United Kingdom,NYQ,13844627456.0
"Teradyne, Inc.",TER,TER,Technology,United States,NMS,13799483392.0
Kimco Realty Corporation (HC),KIM,KIM,Real Estate,United States,NYQ,13677971456.0
"Hologic, Inc.",HOLX,HOLX,Healthcare,United States,NMS,13701387264.0
IDEX Corporation,IEX,IEX,Industrials,United States,NYQ,13506981888.0
Ralph Lauren Corporation,RL,RL,Consumer Cyclical,United States,NYQ,13383066624.0
"Revvity, Inc.",RVTY,RVTY,Healthcare,United States,NYQ,13254617088.0
"Moderna, Inc.",MRNA,MRNA,Healthcare,United States,NMS,13261168640.0
Incyte Corporation,INCY,INCY,Healthcare,United States,NMS,13103509504.0
Textron Inc.,TXT,TXT,Industrials,United States,NYQ,13074894848.0
"CF Industries Holdings, Inc.",CF,CF,Basic Materials,United States,NYQ,13023832064.0
Regency Centers Corporation,REG,REG,Real Estate,United States,NMS,12843500544.0
"Jack Henry & Associates, Inc.",JKHY,JKHY,Technology,United States,NMS,12780424192.0
Solventum Corporation,SOLV,SOLV,Healthcare,United States,NYQ,12507177984.0
Camden Property Trust,CPT,CPT,Real Estate,United States,NYQ,12463880192.0
"ConAgra Brands, Inc.",CAG,CAG,Consumer Defensive,United States,NYQ,12319629312.0
"Stanley Black & Decker, Inc.",SWK,SWK,Industrials,United States,NYQ,12270317568.0
Pool Corporation,POOL,POOL,Industrials,United States,NMS,12069983232.0
Molson Coors Beverage Company,TAP,TAP,Consumer Defensive,United States,NYQ,11917937664.0
The J.M. Smucker Company,SJM,SJM,Consumer Defensive,United States,NYQ,11893164032.0
"Juniper Networks, Inc.",JNPR,JNPR,Technology,United States,NYQ,11848237056.0
"Akamai Technologies, Inc.",AKAM,AKAM,Technology,United States,NMS,11824014336.0
"Align Technology, Inc.",ALGN,ALGN,Healthcare,United States,NMS,11813150720.0
"Paycom Software, Inc.",PAYC,PAYC,Technology,United States,NYQ,11355142144.0
Nordson Corporation,NDSN,NDSN,Industrials,United States,NMS,11495595008.0
The Campbell's Company,CPB,CPB,Consumer Defensive,United States,NMS,11471062016.0
"C.H. Robinson Worldwide, Inc.",CHRW,CHRW,Industrials,United States,NMS,11433761792.0
DaVita Inc.,DVA,DVA,Healthcare,United States,NYQ,11289600000.0
Pinnacle West Capital Corporati,PNW,PNW,Utilities,United States,NYQ,10935669760.0
"Skyworks Solutions, Inc.",SWKS,SWKS,Technology,United States,NMS,10800187392.0
Allegion plc,ALLE,ALLE,Industrials,Ireland,NYQ,10785436672.0
Viatris Inc.,VTRS,VTRS,Healthcare,United States,NMS,10719335424.0
LKQ Corporation,LKQ,LKQ,Consumer Cyclical,United States,NMS,10697918464.0
"Universal Health Services, Inc.",UHS,UHS,Healthcare,United States,NYQ,10659678208.0
CarMax Inc,KMX,KMX,Consumer Cyclical,United States,NYQ,10650649600.0
Eastman Chemical Company,EMN,EMN,Basic Materials,United States,NYQ,10427311104.0
"Assurant, Inc.",AIZ,AIZ,Financial Services,United States,NYQ,10363579392.0
"EPAM Systems, Inc.",EPAM,EPAM,Technology,United States,NYQ,10248960000.0
Globe Life Inc.,GL,GL,Financial Services,United States,NYQ,10225311744.0
"Host Hotels & Resorts, Inc.",HST,HST,Real Estate,United States,NMS,10287493120.0
"BXP, Inc.",BXP,BXP,Real Estate,United States,NYQ,11288850432.0
"Franklin Resources, Inc.",BEN,BEN,Financial Services,United States,NYQ,9940530176.0
Bunge Limited,BG,BG,Consumer Defensive,United States,NYQ,9858704384.0
"Walgreens Boots Alliance, Inc.",WBA,WBA,Healthcare,United States,NMS,9736915968.0
"Interpublic Group of Companies,",IPG,IPG,Communication Services,United States,NYQ,9722412032.0
Bio-Techne Corp,TECH,TECH,Healthcare,United States,NMS,9466309632.0
A.O. Smith Corporation,AOS,AOS,Industrials,United States,NYQ,9393972224.0
"Wynn Resorts, Limited",WYNN,WYNN,Consumer Cyclical,United States,NMS,8855755776.0
The AES Corporation,AES,AES,Utilities,United States,NYQ,8742144000.0
"Henry Schein, Inc.",HSIC,HSIC,Healthcare,United States,NMS,8668795904.0
MGM Resorts International,MGM,MGM,Consumer Cyclical,United States,NYQ,8612217856.0
Charles River Laboratories Inte,CRL,CRL,Healthcare,United States,NYQ,8537067008.0
Albemarle Corporation,ALB,ALB,Basic Materials,United States,NYQ,8512285184.0
"Dayforce, Inc.",DAY,DAY,Technology,United States,NYQ,8292550144.0
"Hasbro, Inc.",HAS,HAS,Consumer Cyclical,United States,NMS,8274188800.0
Paramount Global,PARA,PARA,Communication Services,United States,NMS,8257242112.0
Federal Realty Investment Trust,FRT,FRT,Real Estate,United States,NYQ,8171568128.0
Norwegian Cruise Line Holdings ,NCLH,NCLH,Consumer Cyclical,United States,NYQ,8152181248.0
"MarketAxess Holdings, Inc.",MKTX,MKTX,Financial Services,United States,NMS,7991334912.0
Mosaic Company (The),MOS,MOS,Basic Materials,United States,NYQ,7942491136.0
"Enphase Energy, Inc.",ENPH,ENPH,Technology,United States,NGM,7684642304.0
"Huntington Ingalls Industries, ",HII,HII,Industrials,United States,NYQ,7650344960.0
Generac Holdlings Inc.,GNRC,GNRC,Industrials,United States,NYQ,7615092224.0
"Match Group, Inc.",MTCH,MTCH,Communication Services,United States,NMS,7532903936.0
"Mohawk Industries, Inc.",MHK,MHK,Consumer Cyclical,United States,NYQ,6942172160.0
"Lamb Weston Holdings, Inc.",LW,LW,Consumer Defensive,United States,NYQ,6939484672.0
APA Corporation,APA,APA,Energy,United States,NMS,6931779072.0
Invesco Ltd,IVZ,IVZ,Financial Services,United States,NYQ,6691649536.0
Teleflex Incorporated,TFX,TFX,Healthcare,United States,NYQ,6318826496.0
BorgWarner Inc.,BWA,BWA,Consumer Cyclical,United States,NYQ,6075041792.0
Celanese Corporation,CE,CE,Basic Materials,United States,NYQ,5804435968.0
"Caesars Entertainment, Inc.",CZR,CZR,Consumer Cyclical,United States,NMS,5645905920.0
FMC Corporation,FMC,FMC,Basic Materials,United States,NYQ,5041079808.0
TOYOTA MOTOR CORP,7203,7203.T,Consumer Cyclical,Japan,JPX,35881373138944.0
MITSUBISHI UFJ FINANCIAL GROUP ,8306,8306.T,Financial Services,Japan,JPX,23078969016320.0
SONY GROUP CORPORATION,6758,6758.T,Technology,Japan,JPX,21210268172288.0
HITACHI,6501,6501.T,Industrials,Japan,JPX,16695528783872.0
SUMITOMO MITSUI FINANCIAL GROUP,8316,8316.T,Financial Services,Japan,JPX,14984083931136.0
KEYENCE CORP,6861,6861.T,Technology,Japan,JPX,14891034345472.0
FAST RETAILING CO LTD,9983,9983.T,Consumer Cyclical,Japan,JPX,14007574462464.0
RECRUIT HOLDINGS CO LTD,6098,6098.T,Communication Services,Japan,JPX,12585294364672.0
NIPPON TEL & TEL CORP,9432,9432.T,Communication Services,Japan,JPX,12220446539776.0
NINTENDO CO LTD,7974,7974.T,Communication Services,Japan,JPX,11951026470912.0
SOFTBANK GROUP CORP,9984,9984.T,Communication Services,Japan,JPX,11285720727552.0
CHUGAI PHARMACEUTICAL CO,4519,4519.T,Healthcare,Japan,JPX,11322891698176.0
TOKIO MARINE HOLDINGS INC,8766,8766.T,Financial Services,Japan,JPX,10764378177536.0
MIZUHO FINANCIAL GROUP,8411,8411.T,Financial Services,Japan,JPX,10544708845568.0
SOFTBANK CORP.,9434,9434.T,Communication Services,Japan,JPX,9991366901760.0
MITSUBISHI CORP,8058,8058.T,Industrials,Japan,JPX,10260971520000.0
KDDI CORPORATION,9433,9433.T,Communication Services,Japan,JPX,9451740332032.0
TOKYO ELECTRON,8035,8035.T,Technology,Japan,JPX,9839472279552.0
ITOCHU CORP,8001,8001.T,Industrials,Japan,JPX,9689176735744.0
SHIN-ETSU CHEMICAL CO,4063,4063.T,Basic Materials,Japan,JPX,8662802235392.0
MITSUBISHI HEAVY INDUSTRIES,7011,7011.T,Industrials,Japan,JPX,8582000017408.0
MITSUI & CO,8031,8031.T,Industrials,Japan,JPX,7941386665984.0
TAKEDA PHARMACEUTICAL CO LTD,4502,4502.T,Healthcare,Japan,JPX,7001673826304.0
JAPAN TOBACCO INC,2914,2914.T,Consumer Defensive,Japan,JPX,6942557208576.0
HONDA MOTOR CO,7267,7267.T,Consumer Cyclical,Japan,JPX,6393658605568.0
DAIICHI SANKYO COMPANY LIMITED,4568,4568.T,Healthcare,Japan,JPX,6580293074944.0
HOYA CORP,7741,7741.T,Healthcare,Japan,JPX,6006187229184.0
MITSUBISHI ELECTRIC CORP,6503,6503.T,Industrials,Japan,JPX,5927142424576.0
ADVANTEST CORP,6857,6857.T,Technology,Japan,JPX,6049018413056.0
SEVEN & I HOLDINGS CO LTD,3382,3382.T,Consumer Defensive,Japan,JPX,5625548374016.0
FUJITSU,6702,6702.T,Technology,Japan,JPX,5325356269568.0
DENSO CORP,6902,6902.T,Consumer Cyclical,Japan,JPX,5537309655040.0
MS&AD INS GP HLDGS,8725,8725.T,Financial Services,Japan,JPX,4966033391616.0
JAPAN POST HLDGS CO LTD,6178,6178.T,Financial Services,Japan,JPX,4667661615104.0
ORIENTAL LAND CO,4661,4661.T,Consumer Cyclical,Japan,JPX,5116614672384.0
DAIKIN INDUSTRIES,6367,6367.T,Industrials,Japan,JPX,4867749838848.0
CANON INC,7751,7751.T,Technology,Japan,JPX,4517548523520.0
MURATA MANUFACTURING CO,6981,6981.T,Technology,Japan,JPX,4648450654208.0
SOMPO HOLDINGS INC,8630,8630.T,Financial Services,Japan,JPX,4277830680576.0
PANASONIC HOLDINGS CORP,6752,6752.T,Technology,Japan,JPX,4187087175680.0
BRIDGESTONE CORP,5108,5108.T,Consumer Cyclical,Japan,JPX,4089101942784.0
DAI-ICHI LIFE HOLDINGS INC,8750,8750.T,Financial Services,Japan,JPX,4168764358656.0
SUMITOMO CORP,8053,8053.T,Industrials,Japan,JPX,4145391599616.0
OTSUKA HLDGS CO LTD,4578,4578.T,Healthcare,Japan,JPX,4091574484992.0
TERUMO CORP,4543,4543.T,Healthcare,Japan,JPX,4066354135040.0
KOMATSU,6301,6301.T,Industrials,Japan,JPX,4106642522112.0
RENESAS ELECTRONICS CORP,6723,6723.T,Technology,Japan,JPX,4057077645312.0
MARUBENI CORP,8002,8002.T,Industrials,Japan,JPX,3980999786496.0
FANUC CORPORATION,6954,6954.T,Industrials,Japan,JPX,4034504687616.0
NEC CORP,6701,6701.T,Technology,Japan,JPX,4047424978944.0
NTT DATA GROUP CORPORATION,9613,9613.T,Technology,Japan,JPX,3864160108544.0
SMC CORP,6273,6273.T,Industrials,Japan,JPX,3586085617664.0
LY CORPORATION,4689,4689.T,Consumer Cyclical,Japan,JPX,3720220770304.0
DISCO CORPORATION,6146,6146.T,Technology,Japan,JPX,3868808970240.0
FUJIFILM HOLDINGS CORPORATION,4901,4901.T,Industrials,Japan,JPX,3601176985600.0
NIPPON STEEL CORPORATION,5401,5401.T,Basic Materials,Japan,JPX,3573538881536.0
MITSUI FUDOSAN,8801,8801.T,Real Estate,Japan,JPX,3479757127680.0
EAST JAPAN RAILWAY CO,9020,9020.T,Industrials,Japan,JPX,3429505433600.0
SUZUKI MOTOR CORP,7269,7269.T,Consumer Cyclical,Japan,JPX,3419648819200.0
ORIX CORPORATION,8591,8591.T,Financial Services,Japan,JPX,3535761047552.0
AEON CO LTD,8267,8267.T,Consumer Cyclical,Japan,JPX,3337025486848.0
BANDAI NAMCO HOLDINGS INC,7832,7832.T,Consumer Cyclical,Japan,JPX,3242124378112.0
DAIWA HOUSE INDUSTRY CO,1925,1925.T,Real Estate,Japan,JPX,3062648537088.0
NIDEC CORPORATION,6594,6594.T,Industrials,Japan,JPX,3084682788864.0
AJINOMOTO CO INC,2802,2802.T,Consumer Defensive,Japan,JPX,3024473554944.0
CENTRAL JAPAN RAILWAY CO,9022,9022.T,Industrials,Japan,JPX,2960840982528.0
KAO CORP,4452,4452.T,Consumer Defensive,Japan,JPX,3000573100032.0
TDK CORP,6762,6762.T,Technology,Japan,JPX,2977271644160.0
RESONA HOLDINGS,8308,8308.T,Financial Services,Japan,JPX,2971473018880.0
ASAHI GROUP HLDGS,2502,2502.T,Consumer Defensive,Japan,JPX,2867437764608.0
NOMURA RESEARCH INSTITUTE,4307,4307.T,Technology,Japan,JPX,2832434724864.0
SUMITOMO MITSUI TRUST GP INC,8309,8309.T,Financial Services,Japan,JPX,2720805683200.0
TOYOTA TSUSHO CORP,8015,8015.T,Industrials,Japan,JPX,2723628711936.0
MITSUBISHI ESTATE CO,8802,8802.T,Real Estate,Japan,JPX,2774174531584.0
NOMURA HOLDINGS INC.,8604,8604.T,Financial Services,Japan,JPX,2744672059392.0
ASTELLAS PHARMA,4503,4503.T,Healthcare,Japan,JPX,2627896082432.0
SUMITOMO REALTY & DEVELOPMENT C,8830,8830.T,Real Estate,Japan,JPX,2581625044992.0
NIPPON YUSEN KABUSHIKI KAISHA,9101,9101.T,Industrials,Japan,JPX,2285249757184.0
ENEOS HOLDINGS INC,5020,5020.T,Energy,Japan,JPX,2233292292096.0
INPEX CORPORATION,1605,1605.T,Energy,Japan,JPX,2377834823680.0
KYOCERA CORP,6971,6971.T,Industrials,Japan,JPX,2375856685056.0
SECOM CO,9735,9735.T,Industrials,Japan,JPX,2140115173376.0
KONAMI GROUP CORPORATION,9766,9766.T,Communication Services,Japan,JPX,2322769117184.0
OLYMPUS CORPORATION,7733,7733.T,Healthcare,Japan,JPX,2252700647424.0
SEKISUI HOUSE,1928,1928.T,Consumer Cyclical,Japan,JPX,2147786686464.0
KUBOTA CORP,6326,6326.T,Industrials,Japan,JPX,2145373913088.0
SUMITOMO ELECTRIC INDUSTRIES,5802,5802.T,Consumer Cyclical,Japan,JPX,2070533636096.0
NITTO DENKO CORP,6988,6988.T,Basic Materials,Japan,JPX,2036072710144.0
SUBARU CORPORATION,7270,7270.T,Consumer Cyclical,Japan,JPX,2054571032576.0
MITSUI O.S.K. LINES LTD,9104,9104.T,Industrials,Japan,JPX,1928022196224.0
SHIONOGI & CO,4507,4507.T,Healthcare,Japan,JPX,1889798979584.0
KANSAI ELECTRIC POWER CO INC,9503,9503.T,Utilities,Japan,JPX,2060435587072.0
RAKUTEN GROUP INC,4755,4755.T,Consumer Cyclical,Japan,JPX,1935369437184.0
TOKYO GAS CO,9531,9531.T,Utilities,Japan,JPX,1773260636160.0
NITORI HOLDINGS CO LTD,9843,9843.T,Consumer Cyclical,Japan,JPX,1698005254144.0
JAPAN EXCHANGE GROUP,8697,8697.T,Financial Services,Japan,JPX,1671434731520.0
KIRIN HOLDINGS COMPANY LIMITED,2503,2503.T,Consumer Defensive,Japan,JPX,1651982729216.0
TORAY INDUSTRIES INC,3402,3402.T,Consumer Cyclical,Japan,JPX,1637632049152.0
NEXON CO LTD,3659,3659.T,Communication Services,Japan,JPX,1630602788864.0
IHI CORPORATION,7013,7013.T,Industrials,Japan,JPX,1630925488128.0
FUJIKURA,5803,5803.T,Industrials,Japan,JPX,1713890787328.0
IDEMITSU KOSAN CO.LTD,5019,5019.T,Energy,Japan,JPX,1442077736960.0
T&D HOLDINGS INC,8795,8795.T,Financial Services,Japan,JPX,1607920123904.0
KAWASAKI HEAVY INDUSTRIES,7012,7012.T,Industrials,Japan,JPX,1535488294912.0
NISSAN MOTOR CO,7201,7201.T,Consumer Cyclical,Japan,JPX,1507975102464.0
KAJIMA CORP,1812,1812.T,Industrials,Japan,JPX,1401404915712.0
ASAHI KASEI CORP,3407,3407.T,Basic Materials,Japan,JPX,1417562161152.0
WEST JAPAN RAILWAY CO,9021,9021.T,Industrials,Japan,JPX,1418029694976.0
OBAYASHI CORP,1802,1802.T,Industrials,Japan,JPX,1426125750272.0
KIKKOMAN CORP,2801,2801.T,Consumer Defensive,Japan,JPX,1376101072896.0
ISUZU MOTORS,7202,7202.T,Consumer Cyclical,Japan,JPX,1390009253888.0
DAIWA SECURITIES GROUP,8601,8601.T,Financial Services,Japan,JPX,1465095421952.0
KAWASAKI KISEN KAISHA,9107,9107.T,Industrials,Japan,JPX,1370702217216.0
OSAKA GAS CO,9532,9532.T,Utilities,Japan,JPX,1344060915712.0
ANA HOLDINGS INC,9202,9202.T,Industrials,Japan,JPX,1334304440320.0
ZOZO INC,3092,3092.T,Consumer Cyclical,Japan,JPX,1327681241088.0
TREND MICRO INC,4704,4704.T,Technology,Japan,JPX,1307718057984.0
LASERTEC CORP,6920,6920.T,Technology,Japan,JPX,1308662693888.0
TOPPAN HOLDINGS INC,7911,7911.T,Industrials,Japan,JPX,1246326554624.0
